trial,machine_type,function,cpu,ram,time
79,ubuntu_pc,bubble_sort,99.6,19.624,5.802
79,ubuntu_pc,selection_sort,98.66,19.669,1.565
79,ubuntu_pc,insertion_sort,98.94,19.669,1.651
79,ubuntu_pc,merge_sort,37.1,19.988,0.021
79,ubuntu_pc,quick_sort,36.9,19.698,0.013
79,ubuntu_pc,heap_sort,49.43,19.681,0.034
80,ubuntu_pc,bubble_sort,99.58,19.64,5.992
80,ubuntu_pc,selection_sort,98.64,19.681,1.635
80,ubuntu_pc,insertion_sort,98.66,19.685,1.763
80,ubuntu_pc,merge_sort,37.0,19.997,0.023
80,ubuntu_pc,quick_sort,36.75,19.706,0.02
80,ubuntu_pc,heap_sort,73.95,19.689,0.044
81,ubuntu_pc,bubble_sort,99.7,19.767,6.205
81,ubuntu_pc,selection_sort,98.66,19.808,1.598
81,ubuntu_pc,insertion_sort,98.82,19.812,1.654
81,ubuntu_pc,merge_sort,37.0,20.12,0.02
81,ubuntu_pc,quick_sort,37.05,19.833,0.012
81,ubuntu_pc,heap_sort,49.3,19.816,0.031
82,ubuntu_pc,bubble_sort,99.69,19.636,5.947
82,ubuntu_pc,selection_sort,99.08,19.677,1.581
82,ubuntu_pc,insertion_sort,98.74,19.681,1.678
82,ubuntu_pc,merge_sort,0.0,19.997,0.021
82,ubuntu_pc,quick_sort,36.9,19.706,0.013
82,ubuntu_pc,heap_sort,49.6,19.689,0.032
83,ubuntu_pc,bubble_sort,99.72,19.653,5.94
83,ubuntu_pc,selection_sort,99.04,19.698,1.615
83,ubuntu_pc,insertion_sort,99.13,19.702,1.673
83,ubuntu_pc,merge_sort,37.05,20.013,0.021
83,ubuntu_pc,quick_sort,37.05,19.722,0.013
83,ubuntu_pc,heap_sort,49.47,19.706,0.033
84,ubuntu_pc,bubble_sort,99.6,19.472,5.799
84,ubuntu_pc,selection_sort,99.06,19.517,1.576
84,ubuntu_pc,insertion_sort,98.74,19.522,1.669
84,ubuntu_pc,merge_sort,37.05,19.902,0.021
84,ubuntu_pc,quick_sort,37.35,19.546,0.012
84,ubuntu_pc,heap_sort,49.73,19.53,0.033
85,ubuntu_pc,bubble_sort,99.6,19.485,5.798
85,ubuntu_pc,selection_sort,98.41,19.526,1.579
85,ubuntu_pc,insertion_sort,98.87,19.53,1.645
85,ubuntu_pc,merge_sort,37.05,19.915,0.021
85,ubuntu_pc,quick_sort,37.1,19.558,0.013
85,ubuntu_pc,heap_sort,49.5,19.542,0.033
86,ubuntu_pc,bubble_sort,99.72,19.657,5.814
86,ubuntu_pc,selection_sort,98.67,19.698,1.6
86,ubuntu_pc,insertion_sort,98.7,19.702,1.719
86,ubuntu_pc,merge_sort,37.1,20.009,0.022
86,ubuntu_pc,quick_sort,37.05,19.722,0.013
86,ubuntu_pc,heap_sort,49.37,19.706,0.033
87,ubuntu_pc,bubble_sort,99.68,19.575,5.871
87,ubuntu_pc,selection_sort,98.39,19.62,1.578
87,ubuntu_pc,insertion_sort,98.92,19.624,1.643
87,ubuntu_pc,merge_sort,37.1,19.939,0.021
87,ubuntu_pc,quick_sort,37.0,19.649,0.013
87,ubuntu_pc,heap_sort,49.7,19.632,0.032
88,ubuntu_pc,bubble_sort,99.71,19.649,6.022
88,ubuntu_pc,selection_sort,98.45,19.689,1.614
88,ubuntu_pc,insertion_sort,99.04,19.694,1.648
88,ubuntu_pc,merge_sort,36.95,20.005,0.021
88,ubuntu_pc,quick_sort,36.95,19.718,0.012
88,ubuntu_pc,heap_sort,49.43,19.702,0.033
89,ubuntu_pc,bubble_sort,99.67,19.62,5.948
89,ubuntu_pc,selection_sort,98.53,19.665,1.59
89,ubuntu_pc,insertion_sort,99.06,19.669,1.648
89,ubuntu_pc,merge_sort,0.0,19.98,0.021
89,ubuntu_pc,quick_sort,36.95,19.689,0.012
89,ubuntu_pc,heap_sort,49.47,19.673,0.033
90,ubuntu_pc,bubble_sort,99.66,19.497,5.837
90,ubuntu_pc,selection_sort,98.61,19.538,1.609
90,ubuntu_pc,insertion_sort,98.64,19.542,1.681
90,ubuntu_pc,merge_sort,37.05,19.919,0.021
90,ubuntu_pc,quick_sort,36.85,19.562,0.013
90,ubuntu_pc,heap_sort,49.37,19.546,0.033
91,ubuntu_pc,bubble_sort,99.67,19.526,5.95
91,ubuntu_pc,selection_sort,98.83,19.571,1.586
91,ubuntu_pc,insertion_sort,99.13,19.575,1.635
91,ubuntu_pc,merge_sort,37.0,19.952,0.021
91,ubuntu_pc,quick_sort,36.85,19.595,0.013
91,ubuntu_pc,heap_sort,49.57,19.579,0.033
92,ubuntu_pc,bubble_sort,99.69,19.591,6.0
92,ubuntu_pc,selection_sort,98.56,19.636,1.61
92,ubuntu_pc,insertion_sort,99.1,19.636,1.678
92,ubuntu_pc,merge_sort,0.0,19.952,0.021
92,ubuntu_pc,quick_sort,36.9,19.665,0.013
92,ubuntu_pc,heap_sort,49.5,19.649,0.032
93,ubuntu_pc,bubble_sort,99.59,19.419,5.869
93,ubuntu_pc,selection_sort,98.4,19.464,1.578
93,ubuntu_pc,insertion_sort,98.88,19.468,1.654
93,ubuntu_pc,merge_sort,0.0,19.784,0.021
93,ubuntu_pc,quick_sort,37.1,19.493,0.012
93,ubuntu_pc,heap_sort,49.4,19.476,0.032
94,ubuntu_pc,bubble_sort,99.76,19.436,5.88
94,ubuntu_pc,selection_sort,98.81,19.481,1.635
94,ubuntu_pc,insertion_sort,98.62,19.485,1.628
94,ubuntu_pc,merge_sort,37.0,19.853,0.021
94,ubuntu_pc,quick_sort,37.15,19.505,0.013
94,ubuntu_pc,heap_sort,49.67,19.489,0.032
95,ubuntu_pc,bubble_sort,99.57,19.493,5.956
95,ubuntu_pc,selection_sort,99.03,19.534,1.574
95,ubuntu_pc,insertion_sort,98.48,19.538,1.682
95,ubuntu_pc,merge_sort,0.0,19.853,0.021
95,ubuntu_pc,quick_sort,37.0,19.562,0.013
95,ubuntu_pc,heap_sort,49.57,19.55,0.032
96,ubuntu_pc,bubble_sort,99.62,19.468,5.818
96,ubuntu_pc,selection_sort,99.17,19.509,1.574
96,ubuntu_pc,insertion_sort,99.06,19.513,1.677
96,ubuntu_pc,merge_sort,37.15,19.894,0.021
96,ubuntu_pc,quick_sort,37.3,19.538,0.013
96,ubuntu_pc,heap_sort,49.43,19.526,0.032
97,ubuntu_pc,bubble_sort,99.69,19.431,5.894
97,ubuntu_pc,selection_sort,98.44,19.472,1.576
97,ubuntu_pc,insertion_sort,98.45,19.476,1.639
97,ubuntu_pc,merge_sort,36.95,19.857,0.021
97,ubuntu_pc,quick_sort,36.9,19.501,0.013
97,ubuntu_pc,heap_sort,49.7,19.489,0.032
98,ubuntu_pc,bubble_sort,99.61,19.599,5.88
98,ubuntu_pc,selection_sort,98.85,19.644,1.586
98,ubuntu_pc,insertion_sort,99.0,19.649,1.684
98,ubuntu_pc,merge_sort,37.0,19.96,0.021
98,ubuntu_pc,quick_sort,36.75,19.669,0.013
98,ubuntu_pc,heap_sort,49.47,19.653,0.033
99,ubuntu_pc,bubble_sort,99.29,19.468,5.925
99,ubuntu_pc,selection_sort,98.65,19.509,1.635
99,ubuntu_pc,insertion_sort,98.84,19.513,1.696
99,ubuntu_pc,merge_sort,0.0,19.825,0.021
99,ubuntu_pc,quick_sort,37.2,19.534,0.013
99,ubuntu_pc,heap_sort,49.37,19.517,0.033
100,ubuntu_pc,bubble_sort,99.55,19.636,5.816
100,ubuntu_pc,selection_sort,98.61,19.681,1.601
100,ubuntu_pc,insertion_sort,98.36,19.685,1.646
100,ubuntu_pc,merge_sort,36.9,19.997,0.021
100,ubuntu_pc,quick_sort,36.8,19.706,0.013
100,ubuntu_pc,heap_sort,49.37,19.689,0.032
101,ubuntu_pc,bubble_sort,99.44,19.575,5.93
101,ubuntu_pc,selection_sort,98.64,19.62,1.648
101,ubuntu_pc,insertion_sort,98.7,19.62,1.664
101,ubuntu_pc,merge_sort,36.95,19.935,0.022
101,ubuntu_pc,quick_sort,37.05,19.644,0.013
101,ubuntu_pc,heap_sort,49.5,19.632,0.032
102,ubuntu_pc,bubble_sort,99.62,19.616,5.942
102,ubuntu_pc,selection_sort,98.53,19.661,1.611
102,ubuntu_pc,insertion_sort,99.0,19.661,1.732
102,ubuntu_pc,merge_sort,37.35,19.964,0.021
102,ubuntu_pc,quick_sort,37.0,19.685,0.013
102,ubuntu_pc,heap_sort,49.33,19.669,0.032
103,ubuntu_pc,bubble_sort,99.6,19.419,5.918
103,ubuntu_pc,selection_sort,98.39,19.46,1.62
103,ubuntu_pc,insertion_sort,99.01,19.464,1.713
103,ubuntu_pc,merge_sort,37.0,19.853,0.021
103,ubuntu_pc,quick_sort,37.1,19.489,0.012
103,ubuntu_pc,heap_sort,49.4,19.472,0.035
104,ubuntu_pc,bubble_sort,99.62,19.493,6.027
104,ubuntu_pc,selection_sort,98.53,19.534,1.611
104,ubuntu_pc,insertion_sort,99.09,19.538,1.674
104,ubuntu_pc,merge_sort,37.0,19.849,0.021
104,ubuntu_pc,quick_sort,36.9,19.558,0.012
104,ubuntu_pc,heap_sort,49.43,19.542,0.032
105,ubuntu_pc,bubble_sort,99.63,19.603,5.88
105,ubuntu_pc,selection_sort,98.92,19.649,1.613
105,ubuntu_pc,insertion_sort,98.65,19.653,1.712
105,ubuntu_pc,merge_sort,36.9,19.968,0.023
105,ubuntu_pc,quick_sort,37.0,19.673,0.013
105,ubuntu_pc,heap_sort,49.53,19.661,0.035
106,ubuntu_pc,bubble_sort,99.7,19.632,6.04
106,ubuntu_pc,selection_sort,98.83,19.677,1.676
106,ubuntu_pc,insertion_sort,97.82,19.677,1.876
106,ubuntu_pc,merge_sort,36.85,19.993,0.021
106,ubuntu_pc,quick_sort,37.05,19.702,0.012
106,ubuntu_pc,heap_sort,49.27,19.689,0.032
107,ubuntu_pc,bubble_sort,99.77,19.64,5.999
107,ubuntu_pc,selection_sort,98.75,19.681,1.64
107,ubuntu_pc,insertion_sort,98.76,19.685,1.667
107,ubuntu_pc,merge_sort,0.0,19.997,0.021
107,ubuntu_pc,quick_sort,37.25,19.706,0.012
107,ubuntu_pc,heap_sort,49.4,19.689,0.032
108,ubuntu_pc,bubble_sort,99.54,19.722,6.06
108,ubuntu_pc,selection_sort,98.64,19.767,1.606
108,ubuntu_pc,insertion_sort,98.99,19.771,1.829
108,ubuntu_pc,merge_sort,49.37,20.07,0.025
108,ubuntu_pc,quick_sort,36.55,19.792,0.019
108,ubuntu_pc,heap_sort,55.4,19.78,0.044
109,ubuntu_pc,bubble_sort,99.64,19.591,5.948
109,ubuntu_pc,selection_sort,98.97,19.636,1.653
109,ubuntu_pc,insertion_sort,98.86,19.636,1.745
109,ubuntu_pc,merge_sort,36.95,19.952,0.021
109,ubuntu_pc,quick_sort,36.9,19.661,0.013
109,ubuntu_pc,heap_sort,49.6,19.644,0.032
110,ubuntu_pc,bubble_sort,99.65,19.612,6.105
110,ubuntu_pc,selection_sort,98.59,19.653,1.599
110,ubuntu_pc,insertion_sort,98.61,19.657,1.684
110,ubuntu_pc,merge_sort,37.1,19.968,0.021
110,ubuntu_pc,quick_sort,37.15,19.677,0.013
110,ubuntu_pc,heap_sort,49.43,19.661,0.032
111,ubuntu_pc,bubble_sort,99.61,19.427,5.92
111,ubuntu_pc,selection_sort,98.38,19.472,1.614
111,ubuntu_pc,insertion_sort,99.03,19.472,1.719
111,ubuntu_pc,merge_sort,36.7,19.796,0.022
111,ubuntu_pc,quick_sort,36.85,19.497,0.013
111,ubuntu_pc,heap_sort,49.2,19.481,0.033
112,ubuntu_pc,bubble_sort,99.59,19.612,5.975
112,ubuntu_pc,selection_sort,98.11,19.653,1.638
112,ubuntu_pc,insertion_sort,98.87,19.657,1.853
112,ubuntu_pc,merge_sort,37.05,19.956,0.023
112,ubuntu_pc,quick_sort,37.3,19.677,0.013
112,ubuntu_pc,heap_sort,50.07,19.661,0.032
113,ubuntu_pc,bubble_sort,99.65,19.567,6.147
113,ubuntu_pc,selection_sort,99.15,19.608,1.649
113,ubuntu_pc,insertion_sort,98.54,19.612,1.728
113,ubuntu_pc,merge_sort,37.15,19.927,0.021
113,ubuntu_pc,quick_sort,36.95,19.636,0.013
113,ubuntu_pc,heap_sort,49.57,19.62,0.034
114,ubuntu_pc,bubble_sort,99.6,19.595,5.961
114,ubuntu_pc,selection_sort,98.9,19.636,1.626
114,ubuntu_pc,insertion_sort,98.67,19.64,1.705
114,ubuntu_pc,merge_sort,36.85,19.956,0.022
114,ubuntu_pc,quick_sort,36.8,19.665,0.016
114,ubuntu_pc,heap_sort,49.47,19.649,0.033
115,ubuntu_pc,bubble_sort,99.64,19.567,6.063
115,ubuntu_pc,selection_sort,98.94,19.612,1.622
115,ubuntu_pc,insertion_sort,98.95,19.612,1.692
115,ubuntu_pc,merge_sort,37.0,19.927,0.021
115,ubuntu_pc,quick_sort,37.1,19.636,0.013
115,ubuntu_pc,heap_sort,49.53,19.62,0.032
116,ubuntu_pc,bubble_sort,99.62,19.534,6.069
116,ubuntu_pc,selection_sort,98.99,19.579,1.631
116,ubuntu_pc,insertion_sort,98.73,19.579,1.749
116,ubuntu_pc,merge_sort,37.1,19.948,0.021
116,ubuntu_pc,quick_sort,37.35,19.603,0.013
116,ubuntu_pc,heap_sort,49.6,19.587,0.032
117,ubuntu_pc,bubble_sort,99.61,19.436,6.005
117,ubuntu_pc,selection_sort,98.8,19.476,1.591
117,ubuntu_pc,insertion_sort,99.15,19.481,1.67
117,ubuntu_pc,merge_sort,36.9,19.857,0.021
117,ubuntu_pc,quick_sort,37.1,19.501,0.013
117,ubuntu_pc,heap_sort,49.37,19.485,0.037
118,ubuntu_pc,bubble_sort,99.77,19.591,6.13
118,ubuntu_pc,selection_sort,98.96,19.632,1.657
118,ubuntu_pc,insertion_sort,98.54,19.636,1.756
118,ubuntu_pc,merge_sort,0.0,19.948,0.021
118,ubuntu_pc,quick_sort,36.95,19.657,0.013
118,ubuntu_pc,heap_sort,49.33,19.64,0.032
119,ubuntu_pc,bubble_sort,99.6,19.644,5.93
119,ubuntu_pc,selection_sort,98.76,19.689,1.59
119,ubuntu_pc,insertion_sort,98.57,19.694,1.717
119,ubuntu_pc,merge_sort,36.85,20.005,0.023
119,ubuntu_pc,quick_sort,36.9,19.714,0.012
119,ubuntu_pc,heap_sort,49.47,19.698,0.033
120,ubuntu_pc,bubble_sort,99.66,19.62,5.918
120,ubuntu_pc,selection_sort,98.61,19.665,1.644
120,ubuntu_pc,insertion_sort,98.53,19.669,1.673
120,ubuntu_pc,merge_sort,36.85,19.98,0.021
120,ubuntu_pc,quick_sort,36.95,19.689,0.012
120,ubuntu_pc,heap_sort,49.7,19.673,0.033
121,ubuntu_pc,bubble_sort,99.65,19.665,5.956
121,ubuntu_pc,selection_sort,98.57,19.71,1.642
121,ubuntu_pc,insertion_sort,98.66,19.714,1.67
121,ubuntu_pc,merge_sort,36.95,20.025,0.021
121,ubuntu_pc,quick_sort,36.95,19.735,0.013
121,ubuntu_pc,heap_sort,49.5,19.718,0.032
122,ubuntu_pc,bubble_sort,99.38,19.562,6.116
122,ubuntu_pc,selection_sort,98.5,19.608,1.606
122,ubuntu_pc,insertion_sort,98.51,19.608,1.721
122,ubuntu_pc,merge_sort,0.0,19.923,0.021
122,ubuntu_pc,quick_sort,37.1,19.632,0.012
122,ubuntu_pc,heap_sort,49.5,19.62,0.032
123,ubuntu_pc,bubble_sort,99.6,19.587,6.084
123,ubuntu_pc,selection_sort,98.48,19.632,1.799
123,ubuntu_pc,insertion_sort,98.36,19.632,1.838
123,ubuntu_pc,merge_sort,36.95,19.931,0.021
123,ubuntu_pc,quick_sort,36.9,19.653,0.013
123,ubuntu_pc,heap_sort,49.4,19.636,0.033
124,ubuntu_pc,bubble_sort,99.59,19.628,6.085
124,ubuntu_pc,selection_sort,98.88,19.673,1.772
124,ubuntu_pc,insertion_sort,99.28,19.673,1.974
124,ubuntu_pc,merge_sort,36.9,19.972,0.022
124,ubuntu_pc,quick_sort,36.9,19.694,0.013
124,ubuntu_pc,heap_sort,49.33,19.681,0.036
125,ubuntu_pc,bubble_sort,99.67,19.636,6.299
125,ubuntu_pc,selection_sort,98.37,19.677,1.678
125,ubuntu_pc,insertion_sort,98.65,19.681,1.783
125,ubuntu_pc,merge_sort,37.15,19.993,0.021
125,ubuntu_pc,quick_sort,36.9,19.702,0.015
125,ubuntu_pc,heap_sort,49.43,19.685,0.034
126,ubuntu_pc,bubble_sort,99.65,19.546,6.108
126,ubuntu_pc,selection_sort,98.6,19.591,1.683
126,ubuntu_pc,insertion_sort,98.71,19.595,1.733
126,ubuntu_pc,merge_sort,36.85,19.907,0.022
126,ubuntu_pc,quick_sort,36.55,19.616,0.013
126,ubuntu_pc,heap_sort,49.63,19.599,0.033
127,ubuntu_pc,bubble_sort,99.64,19.571,6.097
127,ubuntu_pc,selection_sort,98.74,19.616,1.596
127,ubuntu_pc,insertion_sort,98.56,19.62,1.691
127,ubuntu_pc,merge_sort,36.8,19.931,0.021
127,ubuntu_pc,quick_sort,37.1,19.64,0.013
127,ubuntu_pc,heap_sort,49.43,19.624,0.032
128,ubuntu_pc,bubble_sort,99.75,19.46,6.118
128,ubuntu_pc,selection_sort,98.87,19.501,1.588
128,ubuntu_pc,insertion_sort,98.75,19.505,1.664
128,ubuntu_pc,merge_sort,37.1,19.816,0.021
128,ubuntu_pc,quick_sort,37.1,19.526,0.013
128,ubuntu_pc,heap_sort,49.53,19.509,0.032
129,ubuntu_pc,bubble_sort,99.71,19.571,5.95
129,ubuntu_pc,selection_sort,98.51,19.612,1.613
129,ubuntu_pc,insertion_sort,98.93,19.616,1.693
129,ubuntu_pc,merge_sort,36.95,19.927,0.021
129,ubuntu_pc,quick_sort,37.15,19.636,0.012
129,ubuntu_pc,heap_sort,49.63,19.62,0.032
130,ubuntu_pc,bubble_sort,99.64,19.612,5.842
130,ubuntu_pc,selection_sort,98.71,19.657,1.606
130,ubuntu_pc,insertion_sort,98.57,19.661,1.651
130,ubuntu_pc,merge_sort,37.2,19.972,0.021
130,ubuntu_pc,quick_sort,37.1,19.681,0.013
130,ubuntu_pc,heap_sort,49.53,19.665,0.032
131,ubuntu_pc,bubble_sort,99.69,19.644,5.895
131,ubuntu_pc,selection_sort,98.73,19.685,1.596
131,ubuntu_pc,insertion_sort,98.79,19.689,1.669
131,ubuntu_pc,merge_sort,36.95,20.001,0.021
131,ubuntu_pc,quick_sort,37.0,19.71,0.012
131,ubuntu_pc,heap_sort,49.53,19.694,0.032
132,ubuntu_pc,bubble_sort,99.55,19.673,5.982
132,ubuntu_pc,selection_sort,98.64,19.714,1.607
132,ubuntu_pc,insertion_sort,98.87,19.718,1.688
132,ubuntu_pc,merge_sort,37.0,20.029,0.021
132,ubuntu_pc,quick_sort,37.0,19.739,0.013
132,ubuntu_pc,heap_sort,49.6,19.722,0.032
133,ubuntu_pc,bubble_sort,99.72,19.567,5.932
133,ubuntu_pc,selection_sort,98.8,19.608,1.592
133,ubuntu_pc,insertion_sort,98.55,19.612,1.675
133,ubuntu_pc,merge_sort,37.15,19.923,0.021
133,ubuntu_pc,quick_sort,36.95,19.632,0.012
133,ubuntu_pc,heap_sort,49.43,19.616,0.032
134,ubuntu_pc,bubble_sort,99.54,19.595,5.843
134,ubuntu_pc,selection_sort,99.02,19.636,1.579
134,ubuntu_pc,insertion_sort,98.81,19.64,1.665
134,ubuntu_pc,merge_sort,36.9,19.956,0.021
134,ubuntu_pc,quick_sort,36.95,19.665,0.013
134,ubuntu_pc,heap_sort,49.5,19.649,0.032
135,ubuntu_pc,bubble_sort,99.64,19.644,5.891
135,ubuntu_pc,selection_sort,98.83,19.689,1.589
135,ubuntu_pc,insertion_sort,99.11,19.689,1.671
135,ubuntu_pc,merge_sort,37.15,20.005,0.021
135,ubuntu_pc,quick_sort,37.0,19.714,0.013
135,ubuntu_pc,heap_sort,49.63,19.698,0.032
136,ubuntu_pc,bubble_sort,99.73,19.616,5.9
136,ubuntu_pc,selection_sort,99.0,19.657,1.665
136,ubuntu_pc,insertion_sort,98.67,19.661,1.709
136,ubuntu_pc,merge_sort,0.0,19.972,0.021
136,ubuntu_pc,quick_sort,36.9,19.681,0.013
136,ubuntu_pc,heap_sort,49.53,19.665,0.034
137,ubuntu_pc,bubble_sort,99.64,19.706,6.028
137,ubuntu_pc,selection_sort,98.54,19.747,1.612
137,ubuntu_pc,insertion_sort,99.1,19.751,1.72
137,ubuntu_pc,merge_sort,36.8,20.066,0.022
137,ubuntu_pc,quick_sort,36.95,19.775,0.012
137,ubuntu_pc,heap_sort,49.6,19.759,0.033
138,ubuntu_pc,bubble_sort,99.63,19.636,6.006
138,ubuntu_pc,selection_sort,98.75,19.677,1.598
138,ubuntu_pc,insertion_sort,99.19,19.681,1.669
138,ubuntu_pc,merge_sort,37.2,19.993,0.021
138,ubuntu_pc,quick_sort,37.05,19.702,0.013
138,ubuntu_pc,heap_sort,49.37,19.685,0.032
139,ubuntu_pc,bubble_sort,99.59,19.636,5.859
139,ubuntu_pc,selection_sort,98.87,19.677,1.583
139,ubuntu_pc,insertion_sort,98.88,19.681,1.647
139,ubuntu_pc,merge_sort,37.05,19.993,0.021
139,ubuntu_pc,quick_sort,37.1,19.702,0.013
139,ubuntu_pc,heap_sort,49.43,19.685,0.032
140,ubuntu_pc,bubble_sort,99.66,19.62,5.951
140,ubuntu_pc,selection_sort,98.84,19.661,1.584
140,ubuntu_pc,insertion_sort,98.65,19.665,1.629
140,ubuntu_pc,merge_sort,37.0,19.98,0.021
140,ubuntu_pc,quick_sort,36.9,19.689,0.012
140,ubuntu_pc,heap_sort,49.43,19.673,0.031
141,ubuntu_pc,bubble_sort,99.6,19.624,5.93
141,ubuntu_pc,selection_sort,98.84,19.665,1.636
141,ubuntu_pc,insertion_sort,98.75,19.669,1.7
141,ubuntu_pc,merge_sort,36.95,19.98,0.021
141,ubuntu_pc,quick_sort,0.0,19.689,0.012
141,ubuntu_pc,heap_sort,49.57,19.673,0.032
142,ubuntu_pc,bubble_sort,99.64,19.661,5.914
142,ubuntu_pc,selection_sort,98.62,19.702,1.609
142,ubuntu_pc,insertion_sort,98.52,19.706,1.68
142,ubuntu_pc,merge_sort,37.1,20.021,0.021
142,ubuntu_pc,quick_sort,36.85,19.73,0.013
142,ubuntu_pc,heap_sort,49.47,19.718,0.032
143,ubuntu_pc,bubble_sort,99.65,19.476,5.897
143,ubuntu_pc,selection_sort,98.74,19.517,1.608
143,ubuntu_pc,insertion_sort,98.68,19.522,1.639
143,ubuntu_pc,merge_sort,37.1,19.833,0.021
143,ubuntu_pc,quick_sort,37.15,19.542,0.013
143,ubuntu_pc,heap_sort,49.43,19.53,0.032
144,ubuntu_pc,bubble_sort,99.68,19.542,5.793
144,ubuntu_pc,selection_sort,99.15,19.583,1.614
144,ubuntu_pc,insertion_sort,98.9,19.587,1.646
144,ubuntu_pc,merge_sort,0.0,19.968,0.021
144,ubuntu_pc,quick_sort,37.05,19.612,0.012
144,ubuntu_pc,heap_sort,49.47,19.595,0.032
145,ubuntu_pc,bubble_sort,99.6,19.591,5.925
145,ubuntu_pc,selection_sort,98.37,19.632,1.583
145,ubuntu_pc,insertion_sort,99.05,19.636,1.673
145,ubuntu_pc,merge_sort,37.0,19.952,0.021
145,ubuntu_pc,quick_sort,36.75,19.665,0.012
145,ubuntu_pc,heap_sort,49.43,19.644,0.032
146,ubuntu_pc,bubble_sort,99.63,19.665,5.877
146,ubuntu_pc,selection_sort,98.84,19.71,1.588
146,ubuntu_pc,insertion_sort,98.92,19.714,1.649
146,ubuntu_pc,merge_sort,37.05,20.025,0.021
146,ubuntu_pc,quick_sort,37.05,19.735,0.012
146,ubuntu_pc,heap_sort,49.53,19.722,0.032
147,ubuntu_pc,bubble_sort,99.53,19.747,5.867
147,ubuntu_pc,selection_sort,98.59,19.788,1.57
147,ubuntu_pc,insertion_sort,98.66,19.792,1.657
147,ubuntu_pc,merge_sort,37.1,20.107,0.021
147,ubuntu_pc,quick_sort,47.83,19.816,0.033
147,ubuntu_pc,heap_sort,49.37,19.8,0.033
148,ubuntu_pc,bubble_sort,99.57,19.44,5.9
148,ubuntu_pc,selection_sort,97.88,19.485,1.648
148,ubuntu_pc,insertion_sort,98.87,19.489,1.706
148,ubuntu_pc,merge_sort,36.8,19.8,0.021
148,ubuntu_pc,quick_sort,36.9,19.509,0.013
148,ubuntu_pc,heap_sort,49.47,19.493,0.032
149,ubuntu_pc,bubble_sort,99.66,19.73,5.968
149,ubuntu_pc,selection_sort,98.82,19.775,1.585
149,ubuntu_pc,insertion_sort,98.57,19.78,1.675
149,ubuntu_pc,merge_sort,37.15,20.091,0.021
149,ubuntu_pc,quick_sort,36.9,19.8,0.013
149,ubuntu_pc,heap_sort,49.33,19.784,0.033
150,ubuntu_pc,bubble_sort,99.58,19.636,6.001
150,ubuntu_pc,selection_sort,98.82,19.681,1.668
150,ubuntu_pc,insertion_sort,98.44,19.681,1.727
150,ubuntu_pc,merge_sort,37.1,19.997,0.021
150,ubuntu_pc,quick_sort,47.67,19.706,0.034
150,ubuntu_pc,heap_sort,49.4,19.689,0.038
151,ubuntu_pc,bubble_sort,99.71,19.624,6.06
151,ubuntu_pc,selection_sort,98.97,19.669,1.591
151,ubuntu_pc,insertion_sort,98.65,19.669,1.668
151,ubuntu_pc,merge_sort,37.0,19.984,0.021
151,ubuntu_pc,quick_sort,37.1,19.694,0.012
151,ubuntu_pc,heap_sort,49.53,19.677,0.032
152,ubuntu_pc,bubble_sort,99.69,19.689,5.804
152,ubuntu_pc,selection_sort,98.99,19.735,1.581
152,ubuntu_pc,insertion_sort,98.73,19.735,1.656
152,ubuntu_pc,merge_sort,37.0,20.046,0.021
152,ubuntu_pc,quick_sort,37.15,19.763,0.012
152,ubuntu_pc,heap_sort,49.57,19.751,0.032
153,ubuntu_pc,bubble_sort,99.71,19.685,5.813
153,ubuntu_pc,selection_sort,98.99,19.726,1.577
153,ubuntu_pc,insertion_sort,98.62,19.73,1.668
153,ubuntu_pc,merge_sort,0.0,20.046,0.021
153,ubuntu_pc,quick_sort,37.0,19.755,0.012
153,ubuntu_pc,heap_sort,49.5,19.739,0.031
154,ubuntu_pc,bubble_sort,99.58,19.595,5.888
154,ubuntu_pc,selection_sort,98.39,19.636,1.579
154,ubuntu_pc,insertion_sort,98.94,19.64,1.648
154,ubuntu_pc,merge_sort,37.1,19.956,0.021
154,ubuntu_pc,quick_sort,0.0,19.665,0.012
154,ubuntu_pc,heap_sort,49.43,19.649,0.032
155,ubuntu_pc,bubble_sort,99.58,19.595,5.874
155,ubuntu_pc,selection_sort,99.05,19.64,1.578
155,ubuntu_pc,insertion_sort,98.78,19.64,1.655
155,ubuntu_pc,merge_sort,37.0,19.96,0.021
155,ubuntu_pc,quick_sort,36.95,19.669,0.012
155,ubuntu_pc,heap_sort,49.43,19.657,0.032
156,ubuntu_pc,bubble_sort,99.73,19.485,5.926
156,ubuntu_pc,selection_sort,98.61,19.526,1.6
156,ubuntu_pc,insertion_sort,98.47,19.53,1.679
156,ubuntu_pc,merge_sort,37.0,19.907,0.021
156,ubuntu_pc,quick_sort,37.05,19.55,0.012
156,ubuntu_pc,heap_sort,49.4,19.538,0.032
157,ubuntu_pc,bubble_sort,99.65,19.644,5.919
157,ubuntu_pc,selection_sort,98.62,19.689,1.598
157,ubuntu_pc,insertion_sort,98.73,19.694,1.665
157,ubuntu_pc,merge_sort,37.05,20.005,0.021
157,ubuntu_pc,quick_sort,37.0,19.714,0.012
157,ubuntu_pc,heap_sort,49.57,19.698,0.032
158,ubuntu_pc,bubble_sort,99.64,19.669,6.011
158,ubuntu_pc,selection_sort,98.87,19.71,1.587
