trial,machine_type,function,cpu,ram,time
158,ubuntu_pc,insertion_sort,98.53,19.714,1.673
158,ubuntu_pc,merge_sort,0.0,20.025,0.021
158,ubuntu_pc,quick_sort,37.05,19.735,0.012
158,ubuntu_pc,heap_sort,49.8,19.718,0.032
159,ubuntu_pc,bubble_sort,99.71,19.632,5.944
159,ubuntu_pc,selection_sort,98.59,19.673,1.602
159,ubuntu_pc,insertion_sort,98.84,19.677,1.646
159,ubuntu_pc,merge_sort,36.95,19.988,0.021
159,ubuntu_pc,quick_sort,36.95,19.698,0.012
159,ubuntu_pc,heap_sort,49.43,19.681,0.032
160,ubuntu_pc,bubble_sort,99.62,19.62,5.899
160,ubuntu_pc,selection_sort,98.81,19.665,1.591
160,ubuntu_pc,insertion_sort,99.03,19.665,1.683
160,ubuntu_pc,merge_sort,37.2,19.98,0.021
160,ubuntu_pc,quick_sort,37.0,19.689,0.012
160,ubuntu_pc,heap_sort,49.73,19.677,0.032
161,ubuntu_pc,bubble_sort,99.65,19.558,5.957
161,ubuntu_pc,selection_sort,98.53,19.603,1.571
161,ubuntu_pc,insertion_sort,98.75,19.603,1.659
161,ubuntu_pc,merge_sort,37.0,19.988,0.021
161,ubuntu_pc,quick_sort,36.9,19.632,0.012
161,ubuntu_pc,heap_sort,49.53,19.616,0.031
162,ubuntu_pc,bubble_sort,99.65,19.624,5.878
162,ubuntu_pc,selection_sort,98.79,19.665,1.593
162,ubuntu_pc,insertion_sort,98.67,19.669,1.658
162,ubuntu_pc,merge_sort,0.0,19.98,0.02
162,ubuntu_pc,quick_sort,36.85,19.689,0.012
162,ubuntu_pc,heap_sort,49.5,19.673,0.032
163,ubuntu_pc,bubble_sort,99.67,19.456,5.997
163,ubuntu_pc,selection_sort,98.92,19.501,1.614
163,ubuntu_pc,insertion_sort,99.0,19.501,1.72
163,ubuntu_pc,merge_sort,37.2,19.89,0.021
163,ubuntu_pc,quick_sort,36.85,19.526,0.012
163,ubuntu_pc,heap_sort,49.4,19.509,0.032
164,ubuntu_pc,bubble_sort,99.66,19.726,5.914
164,ubuntu_pc,selection_sort,98.89,19.767,1.594
164,ubuntu_pc,insertion_sort,98.51,19.771,1.637
164,ubuntu_pc,merge_sort,36.95,20.083,0.021
164,ubuntu_pc,quick_sort,37.25,19.792,0.012
164,ubuntu_pc,heap_sort,49.43,19.78,0.032
165,ubuntu_pc,bubble_sort,99.66,19.706,6.1
165,ubuntu_pc,selection_sort,98.69,19.751,1.608
165,ubuntu_pc,insertion_sort,98.56,19.755,1.691
165,ubuntu_pc,merge_sort,36.8,20.066,0.021
165,ubuntu_pc,quick_sort,36.9,19.775,0.013
165,ubuntu_pc,heap_sort,49.57,19.763,0.032
166,ubuntu_pc,bubble_sort,99.58,19.583,6.093
166,ubuntu_pc,selection_sort,99.09,19.628,1.663
166,ubuntu_pc,insertion_sort,98.78,19.632,1.705
166,ubuntu_pc,merge_sort,36.9,19.943,0.021
166,ubuntu_pc,quick_sort,37.0,19.653,0.013
166,ubuntu_pc,heap_sort,49.47,19.636,0.033
167,ubuntu_pc,bubble_sort,99.61,19.665,5.992
167,ubuntu_pc,selection_sort,98.66,19.706,1.601
167,ubuntu_pc,insertion_sort,98.93,19.71,1.643
167,ubuntu_pc,merge_sort,37.0,20.021,0.021
167,ubuntu_pc,quick_sort,36.95,19.73,0.013
167,ubuntu_pc,heap_sort,49.5,19.714,0.032
168,ubuntu_pc,bubble_sort,99.7,19.489,5.968
168,ubuntu_pc,selection_sort,98.51,19.53,1.574
168,ubuntu_pc,insertion_sort,99.0,19.534,1.685
168,ubuntu_pc,merge_sort,37.05,19.915,0.021
168,ubuntu_pc,quick_sort,36.7,19.558,0.013
168,ubuntu_pc,heap_sort,49.4,19.542,0.032
169,ubuntu_pc,bubble_sort,99.69,19.608,5.905
169,ubuntu_pc,selection_sort,99.18,19.649,1.62
169,ubuntu_pc,insertion_sort,99.06,19.653,1.681
169,ubuntu_pc,merge_sort,0.0,19.964,0.022
169,ubuntu_pc,quick_sort,37.1,19.673,0.013
169,ubuntu_pc,heap_sort,49.57,19.657,0.034
170,ubuntu_pc,bubble_sort,99.74,19.587,5.812
170,ubuntu_pc,selection_sort,98.45,19.628,1.57
170,ubuntu_pc,insertion_sort,98.67,19.632,1.628
170,ubuntu_pc,merge_sort,37.1,19.948,0.021
170,ubuntu_pc,quick_sort,36.75,19.657,0.013
170,ubuntu_pc,heap_sort,49.6,19.64,0.032
171,ubuntu_pc,bubble_sort,99.71,19.661,5.915
171,ubuntu_pc,selection_sort,98.46,19.702,1.571
171,ubuntu_pc,insertion_sort,98.7,19.706,1.666
171,ubuntu_pc,merge_sort,37.0,20.021,0.021
171,ubuntu_pc,quick_sort,36.95,19.73,0.012
171,ubuntu_pc,heap_sort,49.47,19.714,0.032
172,ubuntu_pc,bubble_sort,99.64,19.673,5.947
172,ubuntu_pc,selection_sort,98.43,19.718,1.615
172,ubuntu_pc,insertion_sort,98.69,19.718,1.661
172,ubuntu_pc,merge_sort,0.0,20.034,0.021
172,ubuntu_pc,quick_sort,37.1,19.743,0.013
172,ubuntu_pc,heap_sort,49.9,19.726,0.032
173,ubuntu_pc,bubble_sort,99.59,19.603,5.897
173,ubuntu_pc,selection_sort,98.42,19.644,1.574
173,ubuntu_pc,insertion_sort,98.88,19.649,1.649
173,ubuntu_pc,merge_sort,36.95,19.968,0.021
173,ubuntu_pc,quick_sort,36.9,19.677,0.013
173,ubuntu_pc,heap_sort,49.57,19.661,0.032
174,ubuntu_pc,bubble_sort,99.71,19.53,6.025
174,ubuntu_pc,selection_sort,98.56,19.575,1.612
174,ubuntu_pc,insertion_sort,99.12,19.579,1.724
174,ubuntu_pc,merge_sort,37.05,19.943,0.022
174,ubuntu_pc,quick_sort,37.2,19.599,0.013
174,ubuntu_pc,heap_sort,49.13,19.583,0.033
175,ubuntu_pc,bubble_sort,99.63,19.632,5.879
175,ubuntu_pc,selection_sort,98.56,19.673,1.616
175,ubuntu_pc,insertion_sort,99.05,19.677,1.728
175,ubuntu_pc,merge_sort,37.05,19.98,0.021
175,ubuntu_pc,quick_sort,37.1,19.702,0.012
175,ubuntu_pc,heap_sort,49.57,19.685,0.032
176,ubuntu_pc,bubble_sort,99.69,19.763,5.861
176,ubuntu_pc,selection_sort,98.42,19.808,1.578
176,ubuntu_pc,insertion_sort,98.71,19.808,1.667
176,ubuntu_pc,merge_sort,37.05,20.128,0.021
176,ubuntu_pc,quick_sort,37.25,19.837,0.012
176,ubuntu_pc,heap_sort,49.47,19.825,0.032
177,ubuntu_pc,bubble_sort,99.64,19.624,5.957
177,ubuntu_pc,selection_sort,98.74,19.665,1.635
177,ubuntu_pc,insertion_sort,98.57,19.669,1.674
177,ubuntu_pc,merge_sort,37.1,19.984,0.021
177,ubuntu_pc,quick_sort,37.15,19.694,0.012
177,ubuntu_pc,heap_sort,49.6,19.677,0.031
178,ubuntu_pc,bubble_sort,99.63,19.71,5.851
178,ubuntu_pc,selection_sort,98.85,19.751,1.596
178,ubuntu_pc,insertion_sort,98.67,19.755,1.629
178,ubuntu_pc,merge_sort,36.95,20.066,0.021
178,ubuntu_pc,quick_sort,37.0,19.775,0.012
178,ubuntu_pc,heap_sort,49.37,19.759,0.032
179,ubuntu_pc,bubble_sort,99.64,19.628,5.938
179,ubuntu_pc,selection_sort,99.02,19.673,1.613
179,ubuntu_pc,insertion_sort,98.84,19.673,1.817
179,ubuntu_pc,merge_sort,0.0,19.976,0.021
179,ubuntu_pc,quick_sort,37.15,19.702,0.013
179,ubuntu_pc,heap_sort,49.37,19.685,0.033
180,ubuntu_pc,bubble_sort,99.64,19.608,5.945
180,ubuntu_pc,selection_sort,99.05,19.653,1.613
180,ubuntu_pc,insertion_sort,99.04,19.657,1.725
180,ubuntu_pc,merge_sort,37.0,19.956,0.021
180,ubuntu_pc,quick_sort,37.25,19.677,0.013
180,ubuntu_pc,heap_sort,49.67,19.661,0.032
181,ubuntu_pc,bubble_sort,99.6,19.46,5.977
181,ubuntu_pc,selection_sort,99.0,19.501,1.612
181,ubuntu_pc,insertion_sort,98.66,19.505,1.674
181,ubuntu_pc,merge_sort,37.1,19.808,0.021
181,ubuntu_pc,quick_sort,36.95,19.526,0.012
181,ubuntu_pc,heap_sort,49.53,19.509,0.032
182,ubuntu_pc,bubble_sort,99.57,19.575,6.085
182,ubuntu_pc,selection_sort,98.95,19.62,1.662
182,ubuntu_pc,insertion_sort,99.11,19.624,1.678
182,ubuntu_pc,merge_sort,36.95,20.001,0.021
182,ubuntu_pc,quick_sort,37.05,19.644,0.013
182,ubuntu_pc,heap_sort,49.53,19.632,0.033
183,ubuntu_pc,bubble_sort,99.76,19.542,5.891
183,ubuntu_pc,selection_sort,98.42,19.587,1.58
183,ubuntu_pc,insertion_sort,98.98,19.591,1.649
183,ubuntu_pc,merge_sort,0.0,19.972,0.021
183,ubuntu_pc,quick_sort,37.1,19.616,0.013
183,ubuntu_pc,heap_sort,49.53,19.599,0.032
184,ubuntu_pc,bubble_sort,99.61,19.722,6.025
184,ubuntu_pc,selection_sort,99.04,19.767,1.572
184,ubuntu_pc,insertion_sort,98.68,19.767,1.668
184,ubuntu_pc,merge_sort,37.05,20.087,0.021
184,ubuntu_pc,quick_sort,37.0,19.8,0.013
184,ubuntu_pc,heap_sort,49.47,19.78,0.032
185,ubuntu_pc,bubble_sort,99.68,19.489,6.015
185,ubuntu_pc,selection_sort,98.36,19.534,1.719
185,ubuntu_pc,insertion_sort,98.79,19.534,1.714
185,ubuntu_pc,merge_sort,36.9,19.853,0.021
185,ubuntu_pc,quick_sort,37.1,19.554,0.013
185,ubuntu_pc,heap_sort,49.4,19.538,0.032
186,ubuntu_pc,bubble_sort,99.77,19.669,6.01
186,ubuntu_pc,selection_sort,98.63,19.71,1.597
186,ubuntu_pc,insertion_sort,98.67,19.714,1.669
186,ubuntu_pc,merge_sort,0.0,20.017,0.021
186,ubuntu_pc,quick_sort,37.0,19.735,0.012
186,ubuntu_pc,heap_sort,49.57,19.718,0.032
187,ubuntu_pc,bubble_sort,99.71,19.415,5.866
187,ubuntu_pc,selection_sort,98.6,19.526,1.566
187,ubuntu_pc,insertion_sort,98.86,19.464,1.645
187,ubuntu_pc,merge_sort,36.95,19.845,0.021
187,ubuntu_pc,quick_sort,37.15,19.489,0.012
187,ubuntu_pc,heap_sort,49.6,19.472,0.031
188,ubuntu_pc,bubble_sort,99.62,19.591,5.826
188,ubuntu_pc,selection_sort,98.88,19.636,1.588
188,ubuntu_pc,insertion_sort,98.71,19.64,1.662
188,ubuntu_pc,merge_sort,37.1,19.952,0.021
188,ubuntu_pc,quick_sort,47.87,19.661,0.033
188,ubuntu_pc,heap_sort,49.27,19.649,0.033
189,ubuntu_pc,bubble_sort,99.71,19.616,5.798
189,ubuntu_pc,selection_sort,98.43,19.661,1.571
189,ubuntu_pc,insertion_sort,98.68,19.665,1.664
189,ubuntu_pc,merge_sort,37.1,19.98,0.021
189,ubuntu_pc,quick_sort,36.7,19.689,0.013
189,ubuntu_pc,heap_sort,49.47,19.673,0.037
190,ubuntu_pc,bubble_sort,99.57,19.628,5.9
190,ubuntu_pc,selection_sort,98.41,19.669,1.583
190,ubuntu_pc,insertion_sort,98.52,19.673,1.673
190,ubuntu_pc,merge_sort,0.0,19.988,0.021
190,ubuntu_pc,quick_sort,37.2,19.698,0.012
190,ubuntu_pc,heap_sort,49.63,19.681,0.032
191,ubuntu_pc,bubble_sort,99.66,19.694,5.888
191,ubuntu_pc,selection_sort,98.93,19.739,1.617
191,ubuntu_pc,insertion_sort,98.62,19.739,1.754
191,ubuntu_pc,merge_sort,36.95,20.042,0.021
191,ubuntu_pc,quick_sort,37.1,19.763,0.013
191,ubuntu_pc,heap_sort,49.43,19.747,0.032
192,ubuntu_pc,bubble_sort,99.63,19.608,5.966
192,ubuntu_pc,selection_sort,98.92,19.649,1.59
192,ubuntu_pc,insertion_sort,98.75,19.653,1.663
192,ubuntu_pc,merge_sort,37.05,19.968,0.021
192,ubuntu_pc,quick_sort,37.1,19.677,0.013
192,ubuntu_pc,heap_sort,49.57,19.665,0.031
193,ubuntu_pc,bubble_sort,99.65,19.616,6.04
193,ubuntu_pc,selection_sort,99.04,19.657,1.613
193,ubuntu_pc,insertion_sort,98.71,19.661,1.664
193,ubuntu_pc,merge_sort,36.85,19.972,0.021
193,ubuntu_pc,quick_sort,37.15,19.681,0.013
193,ubuntu_pc,heap_sort,49.5,19.665,0.032
194,ubuntu_pc,bubble_sort,99.65,19.64,5.959
194,ubuntu_pc,selection_sort,98.35,19.685,1.573
194,ubuntu_pc,insertion_sort,98.66,19.689,1.667
194,ubuntu_pc,merge_sort,37.1,20.005,0.021
194,ubuntu_pc,quick_sort,37.05,19.718,0.013
194,ubuntu_pc,heap_sort,49.53,19.698,0.032
195,ubuntu_pc,bubble_sort,99.73,19.456,5.867
195,ubuntu_pc,selection_sort,98.96,19.497,1.584
195,ubuntu_pc,insertion_sort,98.66,19.501,1.849
195,ubuntu_pc,merge_sort,36.85,19.878,0.021
195,ubuntu_pc,quick_sort,37.05,19.522,0.013
195,ubuntu_pc,heap_sort,49.7,19.509,0.032
196,ubuntu_pc,bubble_sort,99.73,19.612,6.06
196,ubuntu_pc,selection_sort,99.12,19.653,1.61
196,ubuntu_pc,insertion_sort,98.75,19.657,1.738
196,ubuntu_pc,merge_sort,0.0,19.968,0.022
196,ubuntu_pc,quick_sort,37.0,19.677,0.013
196,ubuntu_pc,heap_sort,49.43,19.661,0.035
197,ubuntu_pc,bubble_sort,99.65,19.575,6.165
197,ubuntu_pc,selection_sort,99.23,19.62,1.852
197,ubuntu_pc,insertion_sort,98.9,19.62,1.708
197,ubuntu_pc,merge_sort,0.0,19.984,0.022
197,ubuntu_pc,quick_sort,37.55,19.64,0.012
197,ubuntu_pc,heap_sort,49.43,19.624,0.033
198,ubuntu_pc,bubble_sort,99.71,19.554,6.032
198,ubuntu_pc,selection_sort,98.17,19.595,1.595
198,ubuntu_pc,insertion_sort,98.72,19.599,1.697
198,ubuntu_pc,merge_sort,37.05,19.915,0.022
198,ubuntu_pc,quick_sort,37.0,19.624,0.013
198,ubuntu_pc,heap_sort,49.47,19.608,0.034
199,ubuntu_pc,bubble_sort,99.59,19.698,5.842
199,ubuntu_pc,selection_sort,98.89,19.739,1.594
199,ubuntu_pc,insertion_sort,99.07,19.743,1.671
199,ubuntu_pc,merge_sort,37.1,20.054,0.021
199,ubuntu_pc,quick_sort,36.65,19.763,0.012
199,ubuntu_pc,heap_sort,49.4,19.751,0.032
0,rasp_pi,bubble_sort,98.79,14.52,1.512
0,rasp_pi,selection_sort,96.58,14.545,0.464
0,rasp_pi,insertion_sort,95.89,14.549,0.488
0,rasp_pi,merge_sort,53.25,14.557,0.037
0,rasp_pi,quick_sort,69.17,14.565,0.023
0,rasp_pi,heap_sort,70.54,14.561,0.051
1,rasp_pi,bubble_sort,97.91,14.467,1.563
1,rasp_pi,selection_sort,94.4,14.5,0.468
1,rasp_pi,insertion_sort,96.31,14.504,0.514
1,rasp_pi,merge_sort,70.4,14.512,0.038
1,rasp_pi,quick_sort,47.57,14.52,0.024
1,rasp_pi,heap_sort,70.48,14.516,0.051
2,rasp_pi,bubble_sort,99.05,14.422,1.604
2,rasp_pi,selection_sort,97.76,14.447,0.481
2,rasp_pi,insertion_sort,95.11,14.451,0.502
2,rasp_pi,merge_sort,53.38,14.459,0.037
2,rasp_pi,quick_sort,70.37,14.467,0.023
2,rasp_pi,heap_sort,57.14,14.463,0.051
0,rasp_pi,bubble_sort,99.87,14.647,27.554
0,rasp_pi,selection_sort,99.69,14.709,8.008
0,rasp_pi,insertion_sort,99.67,14.696,8.713
0,rasp_pi,merge_sort,91.46,14.713,0.176
0,rasp_pi,quick_sort,79.17,14.709,0.109
0,rasp_pi,heap_sort,90.49,14.701,0.25
0,rasp_pi,bubble_sort,99.56,14.463,6.593
0,rasp_pi,selection_sort,99.07,14.5,1.92
0,rasp_pi,insertion_sort,99.3,14.5,2.021
0,rasp_pi,merge_sort,71.46,14.508,0.08
0,rasp_pi,quick_sort,84.56,14.516,0.048
0,rasp_pi,heap_sort,79.73,14.512,0.113
1,rasp_pi,bubble_sort,99.77,14.496,6.585
1,rasp_pi,selection_sort,98.7,14.533,2.004
1,rasp_pi,insertion_sort,99.03,14.533,2.15
1,rasp_pi,merge_sort,81.21,14.541,0.081
1,rasp_pi,quick_sort,71.14,14.553,0.05
1,rasp_pi,heap_sort,79.62,14.545,0.113
2,rasp_pi,bubble_sort,99.7,14.61,6.746
2,rasp_pi,selection_sort,98.51,14.647,2.013
2,rasp_pi,insertion_sort,99.03,14.647,2.014
2,rasp_pi,merge_sort,81.34,14.655,0.081
2,rasp_pi,quick_sort,71.22,14.668,0.049
2,rasp_pi,heap_sort,79.82,14.66,0.113
3,rasp_pi,bubble_sort,99.42,14.455,6.798
3,rasp_pi,selection_sort,98.97,14.492,1.939
3,rasp_pi,insertion_sort,98.73,14.492,2.074
3,rasp_pi,merge_sort,80.93,14.5,0.081
3,rasp_pi,quick_sort,56.78,14.508,0.048
3,rasp_pi,heap_sort,79.33,14.504,0.114
4,rasp_pi,bubble_sort,99.57,14.447,6.78
4,rasp_pi,selection_sort,98.58,14.479,1.933
4,rasp_pi,insertion_sort,99.3,14.479,2.066
4,rasp_pi,merge_sort,71.53,14.488,0.081
4,rasp_pi,quick_sort,57.02,14.496,0.047
4,rasp_pi,heap_sort,79.77,14.492,0.112
5,rasp_pi,bubble_sort,99.63,14.557,6.652
5,rasp_pi,selection_sort,99.04,14.594,1.926
5,rasp_pi,insertion_sort,98.57,14.594,2.01
5,rasp_pi,merge_sort,71.41,14.602,0.081
5,rasp_pi,quick_sort,84.68,14.615,0.051
5,rasp_pi,heap_sort,79.31,14.606,0.114
6,rasp_pi,bubble_sort,99.0,14.447,6.624
6,rasp_pi,selection_sort,98.88,14.479,1.94
6,rasp_pi,insertion_sort,98.3,14.479,2.041
6,rasp_pi,merge_sort,80.83,14.488,0.08
6,rasp_pi,quick_sort,83.96,14.5,0.051
6,rasp_pi,heap_sort,87.2,14.492,0.113
7,rasp_pi,bubble_sort,99.55,14.545,6.699
7,rasp_pi,selection_sort,99.43,14.578,1.931
7,rasp_pi,insertion_sort,99.29,14.578,2.095
7,rasp_pi,merge_sort,81.23,14.586,0.081
7,rasp_pi,quick_sort,70.24,14.598,0.048
7,rasp_pi,heap_sort,79.49,14.59,0.113
8,rasp_pi,bubble_sort,99.57,14.455,6.914
8,rasp_pi,selection_sort,99.37,14.492,1.942
8,rasp_pi,insertion_sort,98.96,14.492,2.097
8,rasp_pi,merge_sort,81.73,14.504,0.08
8,rasp_pi,quick_sort,53.65,14.508,0.047
8,rasp_pi,heap_sort,87.4,14.504,0.112
9,rasp_pi,bubble_sort,99.77,14.496,6.752
9,rasp_pi,selection_sort,99.08,14.533,1.933
9,rasp_pi,insertion_sort,98.89,14.533,2.142
9,rasp_pi,merge_sort,71.53,14.541,0.081
9,rasp_pi,quick_sort,57.24,14.553,0.052
9,rasp_pi,heap_sort,79.47,14.545,0.112
10,rasp_pi,bubble_sort,99.8,14.512,6.833
10,rasp_pi,selection_sort,98.92,14.549,1.989
10,rasp_pi,insertion_sort,98.94,14.549,2.061
10,rasp_pi,merge_sort,80.94,14.561,0.08
10,rasp_pi,quick_sort,85.44,14.569,0.052
10,rasp_pi,heap_sort,86.87,14.561,0.112
11,rasp_pi,bubble_sort,99.69,14.43,6.637
11,rasp_pi,selection_sort,99.02,14.467,1.936
11,rasp_pi,insertion_sort,99.25,14.467,2.107
11,rasp_pi,merge_sort,70.04,14.475,0.082
11,rasp_pi,quick_sort,57.08,14.483,0.049
11,rasp_pi,heap_sort,87.22,14.479,0.112
12,rasp_pi,bubble_sort,99.66,14.43,6.994
12,rasp_pi,selection_sort,98.95,14.467,1.939
12,rasp_pi,insertion_sort,98.78,14.467,2.066
12,rasp_pi,merge_sort,71.44,14.475,0.08
12,rasp_pi,quick_sort,53.6,14.488,0.048
12,rasp_pi,heap_sort,79.24,14.479,0.113
13,rasp_pi,bubble_sort,99.83,14.43,6.705
13,rasp_pi,selection_sort,99.22,14.467,1.92
13,rasp_pi,insertion_sort,98.72,14.467,2.055
13,rasp_pi,merge_sort,81.14,14.475,0.08
13,rasp_pi,quick_sort,71.14,14.488,0.049
13,rasp_pi,heap_sort,79.62,14.479,0.114
14,rasp_pi,bubble_sort,99.6,14.496,6.584
14,rasp_pi,selection_sort,98.87,14.533,1.941
14,rasp_pi,insertion_sort,98.66,14.533,2.108
14,rasp_pi,merge_sort,71.26,14.541,0.082
14,rasp_pi,quick_sort,70.96,14.553,0.048
14,rasp_pi,heap_sort,79.76,14.545,0.113
15,rasp_pi,bubble_sort,99.63,14.455,6.73
15,rasp_pi,selection_sort,98.55,14.492,1.925
15,rasp_pi,insertion_sort,98.92,14.492,2.093
15,rasp_pi,merge_sort,71.54,14.5,0.08
15,rasp_pi,quick_sort,56.96,14.512,0.048
15,rasp_pi,heap_sort,79.36,14.504,0.113
16,rasp_pi,bubble_sort,99.5,14.557,6.633
16,rasp_pi,selection_sort,98.48,14.594,1.933
16,rasp_pi,insertion_sort,98.58,14.594,2.082
16,rasp_pi,merge_sort,71.56,14.602,0.081
16,rasp_pi,quick_sort,53.65,14.61,0.047
16,rasp_pi,heap_sort,79.34,14.606,0.112
17,rasp_pi,bubble_sort,99.64,14.496,6.767
17,rasp_pi,selection_sort,98.54,14.533,1.926
17,rasp_pi,insertion_sort,98.52,14.533,2.084
17,rasp_pi,merge_sort,81.74,14.541,0.08
17,rasp_pi,quick_sort,53.67,14.549,0.047
17,rasp_pi,heap_sort,79.52,14.545,0.112
18,rasp_pi,bubble_sort,99.62,14.524,6.654
18,rasp_pi,selection_sort,99.01,14.561,1.925
18,rasp_pi,insertion_sort,98.69,14.561,2.002
18,rasp_pi,merge_sort,71.31,14.574,0.08
18,rasp_pi,quick_sort,70.52,14.578,0.049
18,rasp_pi,heap_sort,71.43,14.574,0.113
19,rasp_pi,bubble_sort,99.49,14.459,6.904
19,rasp_pi,selection_sort,99.16,14.492,1.996
19,rasp_pi,insertion_sort,98.55,14.492,2.056
19,rasp_pi,merge_sort,80.81,14.5,0.08
19,rasp_pi,quick_sort,70.56,14.508,0.051
19,rasp_pi,heap_sort,79.23,14.504,0.114
20,rasp_pi,bubble_sort,99.75,14.541,6.746
20,rasp_pi,selection_sort,98.55,14.578,1.933
20,rasp_pi,insertion_sort,98.63,14.578,2.047
20,rasp_pi,merge_sort,81.26,14.586,0.08
20,rasp_pi,quick_sort,70.72,14.598,0.048
20,rasp_pi,heap_sort,79.46,14.59,0.115
21,rasp_pi,bubble_sort,99.47,14.459,6.939
21,rasp_pi,selection_sort,98.55,14.492,1.936
21,rasp_pi,insertion_sort,98.94,14.492,2.095
21,rasp_pi,merge_sort,81.26,14.5,0.082
21,rasp_pi,quick_sort,70.32,14.512,0.051
21,rasp_pi,heap_sort,79.54,14.504,0.113
22,rasp_pi,bubble_sort,99.56,14.533,6.657
22,rasp_pi,selection_sort,99.02,14.565,1.928
22,rasp_pi,insertion_sort,98.68,14.565,2.066
22,rasp_pi,merge_sort,81.4,14.574,0.081
22,rasp_pi,quick_sort,71.02,14.582,0.05
22,rasp_pi,heap_sort,79.6,14.578,0.114
23,rasp_pi,bubble_sort,99.41,14.529,6.697
23,rasp_pi,selection_sort,98.84,14.565,1.991
23,rasp_pi,insertion_sort,98.98,14.565,2.099
23,rasp_pi,merge_sort,71.27,14.578,0.081
23,rasp_pi,quick_sort,70.32,14.586,0.048
23,rasp_pi,heap_sort,79.73,14.578,0.113
24,rasp_pi,bubble_sort,99.76,14.5,6.564
24,rasp_pi,selection_sort,99.27,14.533,1.944
24,rasp_pi,insertion_sort,99.04,14.533,2.014
24,rasp_pi,merge_sort,81.03,14.541,0.082
24,rasp_pi,quick_sort,84.5,14.549,0.047
24,rasp_pi,heap_sort,79.76,14.545,0.113
25,rasp_pi,bubble_sort,99.55,14.557,6.794
25,rasp_pi,selection_sort,98.51,14.594,1.937
25,rasp_pi,insertion_sort,99.16,14.594,2.006
25,rasp_pi,merge_sort,71.44,14.602,0.082
25,rasp_pi,quick_sort,57.06,14.615,0.049
25,rasp_pi,heap_sort,79.67,14.606,0.114
26,rasp_pi,bubble_sort,99.8,14.496,6.861
26,rasp_pi,selection_sort,98.73,14.533,1.942
26,rasp_pi,insertion_sort,98.4,14.533,2.087
26,rasp_pi,merge_sort,71.44,14.541,0.083
26,rasp_pi,quick_sort,84.48,14.553,0.051
26,rasp_pi,heap_sort,79.21,14.545,0.114
27,rasp_pi,bubble_sort,99.62,14.463,6.645
27,rasp_pi,selection_sort,98.99,14.5,1.93
27,rasp_pi,insertion_sort,98.42,14.5,2.027
27,rasp_pi,merge_sort,81.5,14.508,0.08
27,rasp_pi,quick_sort,70.82,14.52,0.054
27,rasp_pi,heap_sort,78.07,14.512,0.113
28,rasp_pi,bubble_sort,99.75,14.557,6.743
28,rasp_pi,selection_sort,99.15,14.594,1.995
28,rasp_pi,insertion_sort,98.94,14.594,2.02
28,rasp_pi,merge_sort,71.51,14.602,0.081
28,rasp_pi,quick_sort,84.98,14.615,0.05
28,rasp_pi,heap_sort,79.82,14.606,0.112
29,rasp_pi,bubble_sort,99.6,14.524,6.635
29,rasp_pi,selection_sort,98.53,14.561,1.921
29,rasp_pi,insertion_sort,99.01,14.561,2.08
29,rasp_pi,merge_sort,71.41,14.569,0.08
29,rasp_pi,quick_sort,70.32,14.578,0.05
29,rasp_pi,heap_sort,79.53,14.574,0.114
30,rasp_pi,bubble_sort,99.65,14.496,6.719
30,rasp_pi,selection_sort,98.83,14.533,1.92
30,rasp_pi,insertion_sort,99.07,14.533,2.048
30,rasp_pi,merge_sort,71.21,14.541,0.081
30,rasp_pi,quick_sort,56.96,14.549,0.048
30,rasp_pi,heap_sort,71.8,14.545,0.112
31,rasp_pi,bubble_sort,99.41,14.496,6.776
31,rasp_pi,selection_sort,99.01,14.533,2.008
31,rasp_pi,insertion_sort,98.88,14.533,2.06
31,rasp_pi,merge_sort,80.93,14.545,0.082
31,rasp_pi,quick_sort,70.94,14.553,0.049
31,rasp_pi,heap_sort,87.14,14.545,0.114
32,rasp_pi,bubble_sort,99.45,14.5,6.634
32,rasp_pi,selection_sort,98.94,14.533,1.933
32,rasp_pi,insertion_sort,98.82,14.533,2.07
32,rasp_pi,merge_sort,81.36,14.541,0.08
32,rasp_pi,quick_sort,71.14,14.549,0.048
32,rasp_pi,heap_sort,79.77,14.545,0.113
33,rasp_pi,bubble_sort,99.61,14.496,6.709
33,rasp_pi,selection_sort,98.58,14.533,1.92
33,rasp_pi,insertion_sort,99.38,14.533,2.093
33,rasp_pi,merge_sort,81.29,14.541,0.08
33,rasp_pi,quick_sort,70.62,14.553,0.049
33,rasp_pi,heap_sort,79.24,14.545,0.114
34,rasp_pi,bubble_sort,99.65,14.447,6.786
34,rasp_pi,selection_sort,98.14,14.479,1.932
34,rasp_pi,insertion_sort,98.76,14.479,2.114
34,rasp_pi,merge_sort,71.14,14.488,0.082
34,rasp_pi,quick_sort,70.68,14.5,0.053
34,rasp_pi,heap_sort,79.46,14.492,0.113
35,rasp_pi,bubble_sort,99.63,14.496,6.763
35,rasp_pi,selection_sort,98.55,14.533,1.934
35,rasp_pi,insertion_sort,99.03,14.533,2.084
35,rasp_pi,merge_sort,71.59,14.541,0.08
35,rasp_pi,quick_sort,70.56,14.549,0.047
35,rasp_pi,heap_sort,79.6,14.545,0.115
36,rasp_pi,bubble_sort,99.79,14.496,6.966
36,rasp_pi,selection_sort,99.0,14.533,1.946
36,rasp_pi,insertion_sort,98.87,14.533,2.016
